#Organism Name	Organism Groups	Strain	BioSample	BioProject	Size(Mb)	GC%	Replicons	CDS	Neighbors	Release Date	Assembly	Genes	Modify Date	tRNA
Salmonella enterica subsp. enterica serovar Heidelberg	Bacteria;Proteobacteria;Gammaproteobacteria	SH13-006	SAMN04334642	PRJNA305824	0.037696	41.1794	pSH13-006_37:NZ_CP016580.1/CP016580.1	45	0	2016-07-25T00:00:00Z	GCA_001692535.1	48	2017-03-01T00:00:00Z	0
Salmonella enterica subsp. enterica serovar Heidelberg	Bacteria;Proteobacteria;Gammaproteobacteria	A3ES40	SAMN05277889	PRJNA298211	0.037697	41.1783	pA3ES40_37:NZ_CP016562.1/CP016562.1	45	0	2016-07-25T00:00:00Z	GCA_001692555.1	48	2017-03-01T00:00:00Z	0
Salmonella enterica subsp. enterica serovar Heidelberg	Bacteria;Proteobacteria;Gammaproteobacteria	AMR588-04-00320	SAMN05263515	PRJNA298211	0.002246	54.4524	pAMR588-04-00320_2:NZ_CP016570.1/CP016570.1	2	0	2016-07-25T00:00:00Z	GCA_001692575.1	2	2017-03-01T00:00:00Z	0
Salmonella enterica subsp. enterica serovar Heidelberg	Bacteria;Proteobacteria;Gammaproteobacteria	AMR588-04-00320	SAMN05263515	PRJNA298211	0.037697	41.1783	pAMR588-04-00320_37:NZ_CP016571.1/CP016571.1	45	0	2016-07-25T00:00:00Z	GCA_001692575.1	48	2017-03-01T00:00:00Z	0
Salmonella enterica subsp. enterica serovar Heidelberg	Bacteria;Proteobacteria;Gammaproteobacteria	AMR588-04-00320	SAMN05263515	PRJNA298211	0.098999	49.8975	pAMR588-04-00320_99:NZ_CP016572.1/CP016572.1	124	0	2016-07-25T00:00:00Z	GCA_001692575.1	131	2017-03-01T00:00:00Z	0
Salmonella enterica subsp. enterica serovar Heidelberg	Bacteria;Proteobacteria;Gammaproteobacteria	AMR588-04-00318	SAMN05263514	PRJNA298211	0.002246	54.4524	pAMR588-04-00318_2:NZ_CP016566.1/CP016566.1	2	0	2016-07-25T00:00:00Z	GCA_001692595.1	2	2017-03-01T00:00:00Z	0
Salmonella enterica subsp. enterica serovar Heidelberg	Bacteria;Proteobacteria;Gammaproteobacteria	AMR588-04-00318	SAMN05263514	PRJNA298211	0.037697	41.1783	pAMR588-04-00318_37:NZ_CP016567.1/CP016567.1	45	0	2016-07-25T00:00:00Z	GCA_001692595.1	48	2017-03-01T00:00:00Z	0
Salmonella enterica subsp. enterica serovar Heidelberg	Bacteria;Proteobacteria;Gammaproteobacteria	AMR588-04-00318	SAMN05263514	PRJNA298211	0.098998	49.897	pAMR588-04-00318_99:NZ_CP016568.1/CP016568.1	125	0	2016-07-25T00:00:00Z	GCA_001692595.1	131	2017-03-01T00:00:00Z	0
Salmonella enterica subsp. enterica serovar Heidelberg	Bacteria;Proteobacteria;Gammaproteobacteria	AMR588-04-00437	SAMN05263517	PRJNA298211	0.002246	54.4524	pAMR588-04-00437_2:NZ_CP016577.1/CP016577.1	2	0	2016-07-25T00:00:00Z	GCA_001692615.1	2	2017-03-01T00:00:00Z	0
Salmonella enterica subsp. enterica serovar Heidelberg	Bacteria;Proteobacteria;Gammaproteobacteria	AMR588-04-00437	SAMN05263517	PRJNA298211	0.037697	41.1783	pAMR588-04-00437_37:NZ_CP016578.1/CP016578.1	45	0	2016-07-25T00:00:00Z	GCA_001692615.1	48	2017-03-01T00:00:00Z	0
Salmonella enterica subsp. enterica serovar Heidelberg	Bacteria;Proteobacteria;Gammaproteobacteria	SH13-004	SAMN04334640	PRJNA305824	0.037696	41.1794	pSH13-004_37:NZ_CP016587.1/CP016587.1	45	0	2016-07-25T00:00:00Z	GCA_001692635.1	48	2017-03-01T00:00:00Z	0
Salmonella enterica subsp. enterica serovar Heidelberg	Bacteria;Proteobacteria;Gammaproteobacteria	SH14-009	SAMN04334653	PRJNA305824	0.002094	55.3486	pSH14-009_2:NZ_CP016582.1/CP016582.1	2	0	2016-07-25T00:00:00Z	GCA_001692655.1	2	2017-03-01T00:00:00Z	0
Salmonella enterica subsp. enterica serovar Heidelberg	Bacteria;Proteobacteria;Gammaproteobacteria	SH14-009	SAMN04334653	PRJNA305824	0.037697	41.1757	pSH14-009_37:NZ_CP016583.1/CP016583.1	45	0	2016-07-25T00:00:00Z	GCA_001692655.1	48	2017-03-01T00:00:00Z	0
Salmonella enterica subsp. enterica serovar Heidelberg	Bacteria;Proteobacteria;Gammaproteobacteria	SH14-009	SAMN04334653	PRJNA305824	0.006647	48.5783	pSH14-009_6:NZ_CP016584.1/CP016584.1	12	0	2016-07-25T00:00:00Z	GCA_001692655.1	12	2017-03-01T00:00:00Z	0
Salmonella enterica subsp. enterica serovar Heidelberg	Bacteria;Proteobacteria;Gammaproteobacteria	SH14-009	SAMN04334653	PRJNA305824	0.099473	51.5185	pSH14-009_99:NZ_CP016585.1/CP016585.1	126	0	2016-07-25T00:00:00Z	GCA_001692655.1	133	2017-03-01T00:00:00Z	0
Salmonella enterica subsp. enterica serovar Heidelberg str. 41578	Bacteria;Proteobacteria;Gammaproteobacteria	41578	SAMN01088008	PRJNA78477	0.117929	51.771	pSEEH1578_01:NC_021811.1/CP004087.1	141	0	2013-07-22T00:00:00Z	GCA_000430105.1	149	2017-02-26T00:00:00Z	0
Salmonella enterica subsp. enterica serovar Heidelberg str. 41578	Bacteria;Proteobacteria;Gammaproteobacteria	41578	SAMN01088008	PRJNA78477	0.035297	41.5049	pSEEH1578_02:NC_021841.1/CP004088.1	54	0	2013-07-22T00:00:00Z	GCA_000430105.1	55	2017-02-26T00:00:00Z	0
Salmonella enterica subsp. enterica serovar Heidelberg str. 41578	Bacteria;Proteobacteria;Gammaproteobacteria	41578		PRJNA78477	0.004773	53.3208	pSEEH1578_03:NC_021869.1/CP004857.1	6	0	2013-07-23T00:00:00Z	GCA_000430105.1	6	2017-02-26T00:00:00Z	0
Salmonella enterica subsp. enterica serovar Heidelberg str. B182	Bacteria;Proteobacteria;Gammaproteobacteria	B182	SAMN02603149	PRJNA88529	0.037581	41.2123	pB182_37:NC_017624.1/CP003417.1	41	0	2012-05-04T00:00:00Z	GCA_000258365.1	47	2017-02-26T00:00:00Z	0
Salmonella enterica subsp. enterica serovar Heidelberg str. CFSAN002064	Bacteria;Proteobacteria;Gammaproteobacteria	CFSAN002064	SAMN01933202	PRJNA191769	0.037692	41.1758	unnamed:NZ_CP005994.1/CP005994.1	43	0	2015-01-21T00:00:00Z	GCA_000505705.1	47	2017-02-26T00:00:00Z	0
Salmonella enterica subsp. enterica serovar Heidelberg str. CFSAN002069	Bacteria;Proteobacteria;Gammaproteobacteria	CFSAN002069	SAMN01832089	PRJNA184142	0.110363	52.3672	pCFSAN002069_01:NC_021813.2/CP005389.2	138	0	2013-07-22T00:00:00Z	GCA_000430085.2	144	2017-02-26T00:00:00Z	0
Salmonella enterica subsp. enterica serovar Heidelberg str. CFSAN002069	Bacteria;Proteobacteria;Gammaproteobacteria	CFSAN002069	SAMN01832089	PRJNA184142	0.037679	41.198	pCFSAN002069_02:NC_021842.2/CP005391.2	38	0	2013-07-22T00:00:00Z	GCA_000430085.2	47	2017-02-26T00:00:00Z	0
Salmonella enterica subsp. enterica serovar Heidelberg str. N418	Bacteria;Proteobacteria;Gammaproteobacteria	N418	SAMN01087978	PRJNA66707	0.190923	52.913	pCFSAN000405_01:NZ_CP009409.2/CP009409.2	221	0	2015-03-04T00:00:00Z	GCA_000603345.3	231	2017-02-27T00:00:00Z	0
Salmonella enterica subsp. enterica serovar Heidelberg str. SL476	Bacteria;Proteobacteria;Gammaproteobacteria	SL476	SAMN02604067	PRJNA20045	0.091374	50.3185	pSL476_91:NC_011081.1/CP001118.1	114	0	2008-07-25T00:00:00Z	GCA_000020705.1	119	2017-02-26T00:00:00Z	0
Salmonella enterica subsp. enterica serovar Heidelberg str. SL476	Bacteria;Proteobacteria;Gammaproteobacteria	SL476	SAMN02604067	PRJNA20045	0.003373	55.1141	pSL476_3:NC_011082.1/CP001119.1	4	0	2008-07-25T00:00:00Z	GCA_000020705.1	4	2017-02-26T00:00:00Z	0
Salmonella enterica subsp. enterica serovar India str. SA20085604	Bacteria;Proteobacteria;Gammaproteobacteria	SA20085604	SAMN04160811	PRJNA177230	0.473456	49.3163	unnamed1:CP022016.1	488	0	2017-06-26T00:00:00Z	GCA_002208195.1	536	2017-06-26T00:00:00Z	12
Salmonella enterica subsp. enterica serovar Indiana	Bacteria;Proteobacteria;Gammaproteobacteria	D90	SAMN07344413	PRJNA393900	0.22247	47.5305	pD90-1:NZ_CP022451.1/CP022451.1	222	0	2017-07-28T00:00:00Z	GCA_002224405.1	260	2017-07-28T00:00:00Z	0
Salmonella enterica subsp. enterica serovar Indiana	Bacteria;Proteobacteria;Gammaproteobacteria	D90	SAMN07344413	PRJNA393900	0.06086	42.3184	pD90-2:NZ_CP022452.1/CP022452.1	67	0	2017-07-28T00:00:00Z	GCA_002224405.1	79	2017-07-28T00:00:00Z	0
Salmonella enterica subsp. enterica serovar Indiana	Bacteria;Proteobacteria;Gammaproteobacteria	D90	SAMN07344413	PRJNA393900	0.038911	48.6778	pD90-3:NZ_CP022453.1/CP022453.1	38	0	2017-07-28T00:00:00Z	GCA_002224405.1	50	2017-07-28T00:00:00Z	0
Salmonella enterica subsp. enterica serovar Indiana	Bacteria;Proteobacteria;Gammaproteobacteria	D90	SAMN07344413	PRJNA393900	0.017636	46.7283	pD90-4:NZ_CP022454.1/CP022454.1	17	0	2017-07-28T00:00:00Z	GCA_002224405.1	26	2017-07-28T00:00:00Z	0
Salmonella enterica subsp. enterica serovar Infantis	Bacteria;Proteobacteria;Gammaproteobacteria	FSIS1502169	SAMN04285042	PRJNA292666	0.323122	50.4144	pFSIS1502169:NZ_CP016407.1/CP016407.1	280	0	2017-01-06T00:00:00Z	GCA_001931555.1	356	2017-03-02T00:00:00Z	1
Salmonella enterica subsp. enterica serovar Infantis	Bacteria;Proteobacteria;Gammaproteobacteria	FSIS1502916	SAMN04364590	PRJNA292666	0.322518	50.4139	pFSIS1502916:NZ_CP016409.1/CP016409.1	280	0	2017-01-06T00:00:00Z	GCA_001931575.1	354	2017-03-02T00:00:00Z	1
Salmonella enterica subsp. enterica serovar Infantis	Bacteria;Proteobacteria;Gammaproteobacteria	N55391	SAMN03988471	PRJNA292661	0.316814	50.333	pN55391:NZ_CP016411.1/CP016411.1	273	0	2017-01-06T00:00:00Z	GCA_001931595.1	345	2017-03-02T00:00:00Z	1
Salmonella enterica subsp. enterica serovar Infantis	Bacteria;Proteobacteria;Gammaproteobacteria	CVM44454	SAMN05255999	PRJNA242614	0.31616	50.3963	pCVM44454:NZ_CP016413.1/CP016413.1	271	0	2017-01-06T00:00:00Z	GCA_001931615.1	342	2017-03-02T00:00:00Z	1
Salmonella enterica subsp. enterica serovar Infantis	Bacteria;Proteobacteria;Gammaproteobacteria	CFSAN003307	SAMN03463818	PRJNA186035	0.178238	52.3126	pCFSAN003307:NZ_CP019203.1/CP019203.1	178	0	2018-01-11T00:00:00Z	GCA_002863785.1	186	2018-01-11T00:00:00Z	2
Salmonella enterica subsp. enterica serovar Inverness str. ATCC 10720	Bacteria;Proteobacteria;Gammaproteobacteria	ATCC 10720	SAMN01823716	PRJNA61429	0.124201	50.725	pATCC10720:NZ_CP019182.1/CP019182.1	113	0	2017-01-19T00:00:00Z	GCA_000487155.2	141	2017-03-02T00:00:00Z	0
Salmonella enterica subsp. enterica serovar Javiana str. CFSAN001992	Bacteria;Proteobacteria;Gammaproteobacteria	CFSAN001992	SAMN01832085	PRJNA183458	0.024012	48.405	pCFSAN001992_1:NC_020306.1/CP004026.1	22	0	2013-02-22T00:00:00Z	GCA_000341425.1	29	2017-02-26T00:00:00Z	0
Salmonella enterica subsp. enterica serovar Javiana str. CFSAN001992	Bacteria;Proteobacteria;Gammaproteobacteria	CFSAN001992	SAMN01832085	PRJNA183458	0.017094	48.2684	pCFSAN001992_2:NC_020308.1/CP004028.1	17	0	2013-02-22T00:00:00Z	GCA_000341425.1	19	2017-02-26T00:00:00Z	0
Salmonella enterica subsp. enterica serovar Kentucky str. CVM29188	Bacteria;Proteobacteria;Gammaproteobacteria	CVM29188	SAMN02415270	PRJNA19457	0.146811	49.4118	pCVM29188_146:NC_011076.1/CP001122.1	152	0	2008-07-25T00:00:00Z	GCA_000170195.2	183	2018-02-20T00:00:00Z	0
Salmonella enterica subsp. enterica serovar Kentucky str. CVM29188	Bacteria;Proteobacteria;Gammaproteobacteria	CVM29188	SAMN02415270	PRJNA19457	0.101461	50.0537	pCVM29188_101:NC_011077.1/CP001121.1	124	0	2008-07-25T00:00:00Z	GCA_000170195.2	133	2018-02-20T00:00:00Z	0
Salmonella enterica subsp. enterica serovar Kentucky str. CVM29188	Bacteria;Proteobacteria;Gammaproteobacteria	CVM29188	SAMN02415270	PRJNA19457	0.046121	42.7896	pCVM29188_46:NC_011078.1/CP001123.1	32	0	2008-07-25T00:00:00Z	GCA_000170195.2	56	2018-02-20T00:00:00Z	0
Salmonella enterica subsp. enterica serovar Kentucky str. SA20030505	Bacteria;Proteobacteria;Gammaproteobacteria	SA20030505	SAMN03485833	PRJNA177315	0.001857	48.0345	unnamed1:NZ_CP022501.1/CP022501.1	0	0	2017-11-22T00:00:00Z	GCA_001448485.2	0	2017-11-22T00:00:00Z	0
Salmonella enterica subsp. enterica serovar Kentucky str. SA20030505	Bacteria;Proteobacteria;Gammaproteobacteria	SA20030505	SAMN03485833	PRJNA177315	0.06676	44.5851	unnamed2:NZ_CP022502.1/CP022502.1	46	0	2017-11-22T00:00:00Z	GCA_001448485.2	89	2017-11-22T00:00:00Z	0
Salmonella enterica subsp. enterica serovar Macclesfield str. S-1643	Bacteria;Proteobacteria;Gammaproteobacteria	S-1643	SAMN04160825	PRJNA177326	0.416444	48.8788	unnamed1:NZ_CP022118.1/CP022118.1	286	0	2017-07-03T00:00:00Z	GCA_002211585.1	394	2017-07-03T00:00:00Z	1
Salmonella enterica subsp. enterica serovar Macclesfield str. S-1643	Bacteria;Proteobacteria;Gammaproteobacteria	S-1643	SAMN04160825	PRJNA177326	0.03003	47.003	unnamed2:NZ_CP022119.1/CP022119.1	36	0	2017-07-03T00:00:00Z	GCA_002211585.1	40	2017-07-03T00:00:00Z	0
Salmonella enterica subsp. enterica serovar Manhattan	Bacteria;Proteobacteria;Gammaproteobacteria	SA20084699	SAMN06045126	PRJNA354244	0.031173	61.4506	unnamed1:NZ_CP022498.1/CP022498.1	22	0	2017-08-01T00:00:00Z	GCA_002234795.1	46	2018-07-22T00:00:00Z	0
Salmonella enterica subsp. enterica serovar Manhattan	Bacteria;Proteobacteria;Gammaproteobacteria	SA20084699	SAMN06045126	PRJNA354244	0.038945	54.9031	unnamed2:NZ_CP022499.1/CP022499.1	40	0	2017-08-01T00:00:00Z	GCA_002234795.1	63	2018-07-22T00:00:00Z	0
Salmonella enterica subsp. enterica serovar Milwaukee str. SA19950795	Bacteria;Proteobacteria;Gammaproteobacteria	SA19950795	SAMN03485849	PRJNA177577	0.14853	52.2022	pIncFII.1:NZ_CP030176.1/CP030176.1	152	0	2018-06-26T00:00:00Z	GCA_001448785.2	169	2018-07-23T00:00:00Z	0
Salmonella enterica subsp. enterica serovar Milwaukee str. SA19950795	Bacteria;Proteobacteria;Gammaproteobacteria	SA19950795	SAMN03485849	PRJNA177577	0.131435	51.3539	pIncFII.2:NZ_CP030177.1/CP030177.1	131	0	2018-06-26T00:00:00Z	GCA_001448785.2	155	2018-07-23T00:00:00Z	0
Salmonella enterica subsp. enterica serovar Minnesota	Bacteria;Proteobacteria;Gammaproteobacteria	SAL65505	SAMN04992705	PRJNA321346	0.10292	49.8708	pSAL65505:NZ_CM004485.1/CM004485.1	129	0	2016-07-10T00:00:00Z	GCA_001680585.1	138	2017-03-01T00:00:00Z	0
Salmonella enterica subsp. enterica serovar Minnesota	Bacteria;Proteobacteria;Gammaproteobacteria	CFSAN017963	SAMN02800603	PRJNA186035	0.280421	52.1691	pCFSAN017963_01:NZ_CP017721.1/CP017721.1	252	0	2017-06-19T00:00:00Z	GCA_002196535.1	302	2017-06-19T00:00:00Z	0
Salmonella enterica subsp. enterica serovar Minnesota	Bacteria;Proteobacteria;Gammaproteobacteria	CFSAN017963	SAMN02800603	PRJNA186035	0.007665	45.8839	pCFSAN017963_02:NZ_CP017722.1/CP017722.1	8	0	2017-06-19T00:00:00Z	GCA_002196535.1	12	2017-06-19T00:00:00Z	0
Salmonella enterica subsp. enterica serovar Montevideo str. CDC 2010K-0257	Bacteria;Proteobacteria;Gammaproteobacteria	CDC 2010K-0257	SAMN02716890	PRJNA236683	0.119867	51.5096	pSMO-2010K-0257:NZ_CP020913.1/CP020913.1	142	0	2018-04-28T00:00:00Z	GCA_003071485.1	149	2018-07-12T00:00:00Z	0
Salmonella enterica subsp. enterica serovar Muenster str. 0315	Bacteria;Proteobacteria;Gammaproteobacteria	315	SAMN01805332	PRJNA78397	0.059062	42.132	pCFSAN001297_02:NZ_CP019199.1/CP019199.1	81	0	2017-01-19T00:00:00Z	GCA_000487035.2	84	2017-03-02T00:00:00Z	0
Salmonella enterica subsp. enterica serovar Muenster str. 0315	Bacteria;Proteobacteria;Gammaproteobacteria	315	SAMN01805332	PRJNA78397	0.034175	48.7432	pCFSAN001297_01:NZ_CP019200.1/CP019200.1	50	0	2017-01-19T00:00:00Z	GCA_000487035.2	51	2017-03-02T00:00:00Z	0
Salmonella enterica subsp. enterica serovar Napoli	Bacteria;Proteobacteria;Gammaproteobacteria	LC0541/17	SAMN09464427	PRJNA476509	0.090558	49.0768	pLC0541_17:CP030839.1	101	0	2018-07-09T00:00:00Z	GCA_003296145.1	101	2018-07-09T00:00:00Z	0
Salmonella enterica subsp. enterica serovar Newport	Bacteria;Proteobacteria;Gammaproteobacteria	CFSAN001660	SAMN05172400	PRJNA186035	0.06773	45.6445	pCFSAN001660:NZ_CP016011.1/CP016011.1	71	0	2016-12-18T00:00:00Z	GCA_001890165.1	75	2017-03-02T00:00:00Z	0
Salmonella enterica subsp. enterica serovar Newport	Bacteria;Proteobacteria;Gammaproteobacteria	CFSAN003890	SAMN05172402	PRJNA186035	0.130039	51.7998	pCFSAN003890:NZ_CP016013.1/CP016013.1	146	0	2016-12-18T00:00:00Z	GCA_001890185.1	155	2017-03-02T00:00:00Z	0
Salmonella enterica subsp. enterica serovar Newport str. CVM 21538	Bacteria;Proteobacteria;Gammaproteobacteria	CVM 21538	SAMN01765628	PRJNA49637	0.080098	52.9526	pCVM21538:NZ_CP009563.1/CP009563.1	104	0	2015-03-04T00:00:00Z	GCA_000272755.4	112	2017-10-25T00:00:00Z	0
Salmonella enterica subsp. enterica serovar Newport str. CVM 21550	Bacteria;Proteobacteria;Gammaproteobacteria	CVM 21550	SAMN01765627	PRJNA49631	0.12034	52.0401	pCVM21550:NZ_CP009564.1/CP009564.1	137	0	2015-03-04T00:00:00Z	GCA_000272715.4	148	2017-10-25T00:00:00Z	0
Salmonella enterica subsp. enterica serovar Newport str. CVM 22425	Bacteria;Proteobacteria;Gammaproteobacteria	CVM 22425	SAMN01813481	PRJNA49639	0.158195	51.9011	pCVM22425:NZ_CP009560.1/CP009560.1	175	0	2015-03-01T00:00:00Z	GCA_000272775.4	191	2017-10-25T00:00:00Z	0
Salmonella enterica subsp. enterica serovar Newport str. CVM 22462	Bacteria;Proteobacteria;Gammaproteobacteria	CVM 22462	SAMN01813482	PRJNA49971	0.094725	49.9984	pCVM22462:NZ_CP009566.1/CP009566.1	119	0	2015-03-04T00:00:00Z	GCA_000272895.3	128	2017-02-27T00:00:00Z	0
Salmonella enterica subsp. enterica serovar Newport str. CVM 22462	Bacteria;Proteobacteria;Gammaproteobacteria	CVM 22462	SAMN01813482	PRJNA49971	0.158521	51.8966	pCFSAN000934_02:NZ_CP009567.1/CP009567.1	181	0	2015-03-04T00:00:00Z	GCA_000272895.3	193	2017-02-27T00:00:00Z	0
Salmonella enterica subsp. enterica serovar Newport str. CVM 22462	Bacteria;Proteobacteria;Gammaproteobacteria	CVM 22462	SAMN01813482	PRJNA49971	0.003605	43.0236	pCFSAN000934_03:NZ_CP009568.1/CP009568.1	2	0	2015-03-04T00:00:00Z	GCA_000272895.3	5	2017-02-27T00:00:00Z	0
Salmonella enterica subsp. enterica serovar Newport str. CVM 22513	Bacteria;Proteobacteria;Gammaproteobacteria	CVM 22513	SAMN01805325	PRJNA49635	0.120346	52.0375	pCVM22513:NZ_CP009562.1/CP009562.1	137	0	2015-03-01T00:00:00Z	GCA_000272735.4	148	2017-10-25T00:00:00Z	0
Salmonella enterica subsp. enterica serovar Newport str. CVM N1543	Bacteria;Proteobacteria;Gammaproteobacteria	CVM N1543	SAMN01816118	PRJNA49975	0.118585	52.0665	pCVMN1543:NZ_CP009570.1/CP009570.1	136	0	2015-03-04T00:00:00Z	GCA_000272835.4	147	2017-06-15T00:00:00Z	0
Salmonella enterica subsp. enterica serovar Newport str. SL254	Bacteria;Proteobacteria;Gammaproteobacteria	SL254	SAMN02604062	PRJNA18747	0.176473	52.8177	pSN254:NC_009140.1/CP000604.1	204	0	2007-03-23T00:00:00Z	GCA_000016045.1	210	2017-02-26T00:00:00Z	0
Salmonella enterica subsp. enterica serovar Newport str. SL254	Bacteria;Proteobacteria;Gammaproteobacteria	SL254	SAMN02604062	PRJNA18747	0.003605	43.0236	pSL254_3:NC_011079.1/CP001112.1	2	0	2008-07-25T00:00:00Z	GCA_000016045.1	5	2017-02-26T00:00:00Z	0
Salmonella enterica subsp. enterica serovar Onderstepoort str. SA20060086	Bacteria;Proteobacteria;Gammaproteobacteria	SA20060086	SAMN04160808	PRJNA177585	0.136771	49.558	punamed2:NZ_CP022035.1/CP022035.1	130	0	2017-06-28T00:00:00Z	GCA_002208255.1	154	2017-06-28T00:00:00Z	0
Salmonella enterica subsp. enterica serovar Onderstepoort str. SA20060086	Bacteria;Proteobacteria;Gammaproteobacteria	SA20060086	SAMN04160808	PRJNA177585	0.093727	43.3312	punamed1:NZ_CP022036.1/CP022036.1	89	0	2017-06-28T00:00:00Z	GCA_002208255.1	90	2017-06-28T00:00:00Z	0
Salmonella enterica subsp. enterica serovar Ouakam	Bacteria;Proteobacteria;Gammaproteobacteria	GNT-01	SAMN03798087	PRJNA288309	0.109715	52.1296	pDM01:NZ_CP012039.1/CP012039.1	128	0	2015-08-04T00:00:00Z	GCA_001077835.1	137	2017-02-27T00:00:00Z	0
Salmonella enterica subsp. enterica serovar Paratyphi C str. RKS4594	Bacteria;Proteobacteria;Gammaproteobacteria	RKS4594	SAMN02603245	PRJNA20993	0.055414	52.7502	pSPCV:NC_012124.1/CP000858.1	59	0	2009-03-04T00:00:00Z	GCA_000018385.1	66	2018-06-07T00:00:00Z	0
Salmonella enterica subsp. enterica serovar Pomona str. ATCC 10729	Bacteria;Proteobacteria;Gammaproteobacteria	ATCC 10729	SAMN00754430	PRJNA61431	0.100629	53.577	pATCC10729_01:NZ_CP019187.1/CP019187.1	111	0	2018-01-11T00:00:00Z	GCA_000240905.3	115	2018-01-11T00:00:00Z	0
Salmonella enterica subsp. enterica serovar Pomona str. ATCC 10729	Bacteria;Proteobacteria;Gammaproteobacteria	ATCC 10729	SAMN00754430	PRJNA61431	0.095279	48.1281	pATCC10729_02:NZ_CP019188.1/CP019188.1	113	0	2018-01-11T00:00:00Z	GCA_000240905.3	122	2018-01-11T00:00:00Z	3
Salmonella enterica subsp. enterica serovar Poona str. ATCC BAA-1673	Bacteria;Proteobacteria;Gammaproteobacteria	ATCC BAA-1673	SAMN01805328	PRJNA78387	0.186451	53.2714	pATCCBAA1673_01:NZ_CP019190.1/CP019190.1	185	0	2018-01-11T00:00:00Z	GCA_000493295.2	222	2018-01-11T00:00:00Z	0
Salmonella enterica subsp. enterica serovar Poona str. ATCC BAA-1673	Bacteria;Proteobacteria;Gammaproteobacteria	ATCC BAA-1673	SAMN01805328	PRJNA78387	0.028662	48.7649	pATCCBAA1673_02:NZ_CP019191.1/CP019191.1	34	0	2018-01-11T00:00:00Z	GCA_000493295.2	38	2018-01-11T00:00:00Z	0
Salmonella enterica subsp. enterica serovar Pullorum	Bacteria;Proteobacteria;Gammaproteobacteria	QJ-2D-Sal	SAMN07522555	PRJNA397819	0.067685	46.2953	pQJDsal1:NZ_CP022964.1/CP022964.1	73	0	2018-10-04T00:00:00Z	GCA_003606225.1	82	2018-10-04T00:00:00Z	0
Salmonella enterica subsp. enterica serovar Pullorum	Bacteria;Proteobacteria;Gammaproteobacteria	QJ-2D-Sal	SAMN07522555	PRJNA397819	0.086369	53.2622	pQJDsal2:NZ_CP022965.1/CP022965.1	95	0	2018-10-04T00:00:00Z	GCA_003606225.1	116	2018-10-04T00:00:00Z	0
Salmonella enterica subsp. enterica serovar Pullorum str. ATCC 9120	Bacteria;Proteobacteria;Gammaproteobacteria	ATCC 9120	SAMN01805317	PRJNA66671	0.08665	53.3006	pCFSAN000725_01:NZ_CP012348.1/CP012348.1	99	0	2015-08-24T00:00:00Z	GCA_000330485.2	114	2017-02-28T00:00:00Z	0
Salmonella enterica subsp. enterica serovar Quebec str. S-1267	Bacteria;Proteobacteria;Gammaproteobacteria	S-1267	SAMN04160828	PRJNA177594	0.008798	57.1153	punamed1:NZ_CP022018.1/CP022018.1	2	0	2017-06-28T00:00:00Z	GCA_002208315.1	8	2017-08-07T00:00:00Z	0
Salmonella enterica subsp. enterica serovar Quebec str. S-1267	Bacteria;Proteobacteria;Gammaproteobacteria	S-1267	SAMN04160828	PRJNA177594	4.6267	52.2113	punamed2:NZ_CP022019.1/	4385	0	2017-06-28T00:00:00Z	GCA_002208315.1	4666	2017-08-07T00:00:00Z	91
Salmonella enterica subsp. enterica serovar Quebec str. S-1267	Bacteria;Proteobacteria;Gammaproteobacteria	S-1267	SAMN04160828	PRJNA177594	0.009815	51.5843	punamed2:CP022017.1	4	0	2017-06-26T00:00:00Z	GCA_002208315.1	10	2017-08-02T00:00:00Z	0
Salmonella enterica subsp. enterica serovar Rubislaw str. ATCC 10717	Bacteria;Proteobacteria;Gammaproteobacteria	ATCC 10717	SAMN01823732	PRJNA61359	0.196866	51.8901	pATCC10717:NZ_CP019193.1/CP019193.1	163	0	2017-01-19T00:00:00Z	GCA_000486585.2	185	2017-08-21T00:00:00Z	0
Salmonella enterica subsp. enterica serovar Saintpaul	Bacteria;Proteobacteria;Gammaproteobacteria	CFSAN004175	SAMN05915911	PRJNA186035	0.081409	50.1001	pCFSAN004175:NZ_CP019173.1/CP019173.1	98	0	2017-01-19T00:00:00Z	GCA_001952995.1	106	2017-03-03T00:00:00Z	0
Salmonella enterica subsp. enterica serovar Saintpaul	Bacteria;Proteobacteria;Gammaproteobacteria	CFSAN004173	SAMN05915913	PRJNA186035	0.081408	50.0995	pCFSAN004173:NZ_CP019205.1/CP019205.1	97	0	2017-01-20T00:00:00Z	GCA_001953675.1	106	2017-03-02T00:00:00Z	0
Salmonella enterica subsp. enterica serovar Saintpaul	Bacteria;Proteobacteria;Gammaproteobacteria	CFSAN004174	SAMN05915912	PRJNA186035	0.08141	50.1007	pCFSAN004174:NZ_CP019207.1/CP019207.1	97	0	2017-01-20T00:00:00Z	GCA_001953695.1	106	2017-03-02T00:00:00Z	0
Salmonella enterica subsp. enterica serovar Saintpaul	Bacteria;Proteobacteria;Gammaproteobacteria	SGB23	SAMN07594151	PRJNA401082	0.254041	47.4915	pSGB23:NZ_CP023167.1/CP023167.1	248	0	2017-09-14T00:00:00Z	GCA_002290205.1	295	2017-09-14T00:00:00Z	0
